X,Y,OBJECTID,Year,SiteYearID,SiteID,SampleDate,Dry_rating,DensTtl,Dens_A1,Dens_A2,Dens_S1,Dens_S2,Sp_Sthd,Sp_SthdRT,Sp_Coho,Sp_Cst_Sculp,Sp_Prk_Sculp,Sp_Rif_Sculp,Sp_Sa_Suck,Sp_Ca_Rch,Sp_Stick,Sp_Lamp,Sp_Dace,Sp_Bl_Gill,Sp_HCH,Sp_T_goby,Sp_A_goby,Sp_YF_goby,Sp_MQF,SP_BayPF,Sp_Stag_Scul,Sp_Str_Flo,Sp_Tp_Smlt,Sp_Shin_SP,Sp_Pac_Herr,Sp_Gi_Sal,Sp_Ywl_Fg,Sp_Rd_Fg,Sp_Bl_Fg,Sp_Ca_Nwt,Sp_Rgh_Nwt,Sp_NWT,Sp_Sln_Sal,Sp_Ws_Turt,Sp_Brwn_Trt,Sp_Pike_Minw,Sp_Gld_Shin,Sp_Grn_SF,Sp_LM_Bass,Sp_Gld_Fish,Sp_Stp_Mull,SiteSort,Watershed,YearLabel,GlobalID,Sp_Dwarf_SP,Sp_CbznScp,LJ_Mudsucker,DiamondTurbot,CalHalibut
-121.955335956,36.986419529,1443,2007,2007-SOQ-main-1,SOQ-main-1,2007/09/20 00:00:00+00,1,15.8,14.6,1,9.2,6.6,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,SOQ,2007,{FAFD4DAC-A461-4CA4-AFEF-139EDB192360},,,,,
-121.954292624,36.9994145530001,1444,2007,2007-SOQ-main-4,SOQ-main-4,2007/09/20 00:00:00+00,1,23.5,22.2,2.2,17.2,6.3,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,SOQ,2007,{CEA5F62A-EA44-4F43-B9C9-1300E23840CB},,,,,
-121.941414443,37.032375244,1445,2007,2007-SOQ-main-10,SOQ-main-10,2007/09/20 00:00:00+00,1,54.3,51.9,4.3,43,11.3,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,SOQ,2007,{D56F47B6-AD23-4A7F-8486-9ADF94411258},,,,,
-121.942020396,37.041043158,1446,2007,2007-SOQ-main-12,SOQ-main-12,2007/09/21 00:00:00+00,1,50.7,49.2,1.5,45.9,4.8,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,SOQ,2007,{81E0E86C-CC19-4AB8-AF14-119944186A97},,,,,
-121.928686622,37.0476689430001,1447,2007,2007-SOQ-east-13a,SOQ-east-13a,2007/10/03 00:00:00+00,1,35,34.6,0.7,31.8,3.1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,SOQ,2007,{C9EFADA7-2853-4E3F-8020-A06FCFD4A82C},,,,,
-121.918968933,37.0795765560001,1448,2007,2007-SOQ-east-16,SOQ-east-16,2007/10/03 00:00:00+00,1,57,37.1,20,37.1,20,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,59,SOQ,2007,{B992B2B3-69FD-4620-9DE7-595E92C8A9A3},,,,,
-121.93877241,37.045014225,1449,2007,2007-SOQ-west-19,SOQ-west-19,2007/09/21 00:00:00+00,1,26.5,24.9,1.6,21.7,4.8,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,SOQ,2007,{06B6CCD6-1FCA-40AB-B4EA-2420DE912EC2},,,,,
-121.950171276,37.0706185870001,1450,2007,2007-SOQ-west-21,SOQ-west-21,2007/10/03 00:00:00+00,1,68.3,63.2,5.1,61.3,7.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,SOQ,2007,{AC6DA8FE-F56C-4CE9-9B39-EA4B1CFC9842},,,,,
-121.904790597,36.977544429,1451,2007,2007-APT-apto-3,APT-apto-3,2007/10/01 00:00:00+00,1,61.7,54,3.1,50.8,10.9,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,APT,2007,{21E9B589-5049-406E-9AB3-C5117D2FD58E},,,,,
-121.904908523,37.0040812180001,1452,2007,2007-APT-apto-4,APT-apto-4,2007/10/02 00:00:00+00,1,26.8,9.8,3,9,17.8,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,APT,2007,{5CF657C4-9E49-47BE-9B36-5D2F0E950DC6},,,,,
-121.867336253,36.995961304,1453,2007,2007-APT-vale-2,APT-vale-2,2007/10/01 00:00:00+00,1,43,26.6,3.8,26.6,16.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,APT,2007,{D79C5EF0-71E4-4DEB-A9FF-82567E5ADABD},,,,,
-121.868488916,36.997991518,1454,2007,2007-APT-vale-3,APT-vale-3,2007/10/02 00:00:00+00,1,23,4.7,12.9,5.7,10.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,APT,2007,{07745A63-BCC4-404D-A89C-36D4F43AFBE2},,,,,
-121.791038564,37.0151729840001,1455,2007,2007-PAJ-brwn-1,PAJ-brwn-1,2007/09/28 00:00:00+00,1,35.4,15.3,4.3,18.1,17.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,PAJ,2007,{64E35D72-DDF2-40BA-AB4E-EF3F1CF376CA},,,,,
-121.783006183,37.0233560770001,1456,2007,2007-PAJ-brwn-2,PAJ-brwn-2,2007/09/28 00:00:00+00,1,79,47,2.8,48.8,30.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,PAJ,2007,{0402EB3B-7F27-4B8E-B7F2-811BC8BBEE08},,,,,
-121.805786259,37.002308719,1457,2007,2007-PAJ-corr-1,PAJ-corr-1,2007/09/25 00:00:00+00,1,36.2,27,9.1,27,9.1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,PAJ,2007,{E119A228-A69D-4744-BD93-B3835E5C5023},,,,,
-121.811958078,37.01029644,1458,2007,2007-PAJ-corr-3,PAJ-corr-3,2007/09/26 00:00:00+00,1,42.1,30.6,10.8,30.6,11.5,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,PAJ,2007,{6684632D-5649-40AE-A40A-C9DCC95027C6},,,,,
-121.820286996,37.0324297070001,1459,2007,2007-PAJ-corr-8,PAJ-corr-8,2007/09/26 00:00:00+00,1,52.9,44,4,43,9.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,PAJ,2007,{EE3419B0-7DFA-40AF-A091-5A5140EBCD31},,,,,
-121.818347605,37.0407985520001,1460,2007,2007-PAJ-corr-9,PAJ-corr-9,2007/09/27 00:00:00+00,1,38.5,31.3,9.5,31.3,7.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,PAJ,2007,{9FD1DC2B-0E56-4E1E-BDBE-72B226C5833B},,,,,
-121.813938943,37.044906129,1461,2007,2007-PAJ-shng-1,PAJ-shng-1,2007/09/27 00:00:00+00,1,16.2,2.9,9,2.9,13.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,PAJ,2007,{6D59BCCF-FE23-4A75-86E3-0A9F0887C93E},,,,,
-121.79955491,37.0444024060001,1462,2007,2007-PAJ-shng-3,PAJ-shng-3,2007/10/27 00:00:00+00,1,12.7,6,3.4,6,6.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,79,PAJ,2007,{47395350-5EB0-4682-AA85-3711D0CC16CE},,,,,
-122.04126841,37.006613874,1463,2008,2008-SLR-main-1,SLR-main-1,2008/09/15 00:00:00+00,1,7,7,0,2.1,4.9,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,SLR,2008,{3D8C7EAD-BE9B-4E66-8F36-A501FE3B4755},,,,,
-122.056537092,37.014971792,1464,2008,2008-SLR-main-2a,SLR-main-2a,2008/09/16 00:00:00+00,1,20.6,19,0.4,8.4,12.2,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,SLR,2008,{6D355589-943C-4B3C-BFBE-E79B8C82B966},,,,,
-122.070912499,37.0421101540001,1465,2008,2008-SLR-main-4,SLR-main-4,2008/09/15 00:00:00+00,1,71.2,69.8,0.3,58.1,13.2,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,SLR,2008,{9CFDA75A-87BB-4A83-A02E-E2866513751E},,,,,
-122.074863111,37.056843503,1466,2008,2008-SLR-main-6,SLR-main-6,2008/09/09 00:00:00+00,1,21.4,20.6,0.03,19.2,2.2,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,SLR,2008,{F04AAB9A-7EFC-45C1-A5B0-6C976DF8B243},,,,,
-122.104038011,37.106837592,1467,2008,2008-SLR-main-8,SLR-main-8,2008/09/11 00:00:00+00,1,33,31.2,2,29.4,3.6,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,SLR,2008,{CBC12031-D329-41BF-ABDE-5CF876819C49},,,,,
-122.138880615,37.173365743,1468,2008,2008-SLR-main-11,SLR-main-11,2008/09/11 00:00:00+00,1,47.6,46.1,1.1,44.9,2.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,SLR,2008,{B76CB6B4-A58E-449B-863D-F68714EAB77F},,,,,
-122.064113991,37.0507919900001,1469,2008,2008-SLR-zayt-13a,SLR-zayt-13a,2008/09/08 00:00:00+00,1,84.8,82.3,2.1,78.5,6.3,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,17,SLR,2008,{967B6724-4798-4606-8FE8-217E640058F1},,,,,
-122.052523082,37.0783949120001,1470,2008,2008-SLR-zayt-13c,SLR-zayt-13c,2008/09/08 00:00:00+00,1,112.2,109.4,2.9,107.8,4.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,SLR,2008,{C7A886B6-0450-4E1E-93B5-25B97B9CFDC0},,,,,
-122.043268486,37.089884198,1471,2008,2008-SLR-zayt-13d,SLR-zayt-13d,2008/09/10 00:00:00+00,1,131.7,107,24,109.2,22.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,SLR,2008,{55AF5358-CA0B-4D45-B34F-25F8680B8F78},,,,,
-122.052146613,37.086343141,1472,2008,2008-SLR-lomp-13e,SLR-lomp-13e,2008/09/10 00:00:00+00,1,27.8,21.4,6.4,21.4,6.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,SLR,2008,{71AF8C77-C653-483F-B73F-B52544D4D1FE},,,,,
-122.033608692,37.0565846970001,1473,2008,2008-SLR-bean-14b,SLR-bean-14b,2008/09/09 00:00:00+00,1,67.6,63,3.7,62.9,4.7,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,SLR,2008,{82D16B0D-D407-4C26-A78D-38DEF9548353},,,,,
-122.014874362,37.072996324,1474,2008,2008-SLR-bean-14c,SLR-bean-14c,2008/10/01 00:00:00+00,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,SLR,2008,{B85F6E76-35C7-4528-A4C8-246A007103CF},,,,,
-122.086105512,37.051597503,1475,2008,2008-SLR-fall-15b,SLR-fall-15b,2008/09/19 00:00:00+00,1,84,68.2,15.8,68.2,15.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,SLR,2008,{B118CB40-4529-4A40-B1BF-41D428E52744},,,,,
-122.125304156,37.1256215980001,1476,2008,2008-SLR-bldr-17a,SLR-bldr-17a,2008/09/19 00:00:00+00,1,69.9,64.9,5.8,62.7,7.2,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,SLR,2008,{23609B8A-7901-49CE-97D3-85C75673A120},,,,,
-122.146532709,37.1388204100001,1477,2008,2008-SLR-bldr-17b,SLR-bldr-17b,2008/09/18 00:00:00+00,1,97.8,94.1,3.8,94,3.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,SLR,2008,{4EEC4E18-C08F-4511-9982-21CDF5BBEBC3},,,,,
-122.098353095,37.1366549140001,1478,2008,2008-SLR-bear-18a,SLR-bear-18a,2008/09/11 00:00:00+00,1,69.6,64.5,5.1,64.5,5.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,SLR,2008,{19E2F9AB-B785-44E5-B74F-342EFDC3E750},,,,,
-122.014333673,36.9895140260001,1479,2008,2008-SLR-bran-21a1,SLR-bran-21a1,2008/09/16 00:00:00+00,1,3.3,2.7,0.5,2.7,0.5,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,SLR,2008,{28C953D5-4300-4215-8969-615942D5EE42},,,,,
-121.998693066,37.01308491,1480,2008,2008-SLR-bran-21a2,SLR-bran-21a2,2008/09/19 00:00:00+00,1,33,27.3,5.7,27.3,5.7,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,SLR,2008,{8F4FB04F-059E-4D5C-B46F-A758B5E7E6E4},,,,,
-121.958943408,36.982150437,1481,2008,2008-SOQ-main-1,SOQ-main-1,2008/09/22 00:00:00+00,1,8.7,8,0.7,4.9,3.8,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,SOQ,2008,{64198E9F-23F1-43E0-8303-368C42600AC9},,,,,
-121.954376465,37.0023435740001,1482,2008,2008-SOQ-main-4,SOQ-main-4,2008/09/22 00:00:00+00,1,63,61.4,1.6,58.1,4.9,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,SOQ,2008,{9019E84F-5BCF-4A49-BB37-DB2F34B7E876},,,,,
-121.94217306,37.0314649160001,1483,2008,2008-SOQ-main-10,SOQ-main-10,2008/09/23 00:00:00+00,1,105.8,105.3,0.4,102.7,3.1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,SOQ,2008,{7DFF1249-935F-4EF2-A514-3B88D2EDB48B},,,,,
-121.94161459,37.0405311750001,1484,2008,2008-SOQ-main-12,SOQ-main-12,2008/09/23 00:00:00+00,1,61.8,61.5,0.3,60.4,1.5,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,SOQ,2008,{FAF4A470-167C-427F-8610-0DB9C1A06F0F},,,,,
-121.928686622,37.0476689430001,1485,2008,2008-SOQ-east-13a,SOQ-east-13a,2008/09/25 00:00:00+00,1,57.9,55,2.9,53.9,4,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,SOQ,2008,{E1A09EDE-706B-43C8-97B0-2EBF0B7A1B15},,,,,
-121.918968933,37.0795765560001,1486,2008,2008-SOQ-east-16,SOQ-east-16,2008/09/24 00:00:00+00,1,76,67.3,11,66,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,59,SOQ,2008,{7DD69D8B-4993-4312-9E1F-A4A2DF7280B7},,,,,
-121.938853428,37.044606607,1487,2008,2008-SOQ-west-19,SOQ-west-19,2008/09/25 00:00:00+00,1,70.7,70.4,0.4,65,5.7,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,SOQ,2008,{B18FF45F-B0EE-4CCE-8528-14CA260CAE6C},,,,,
-121.904863048,36.978344914,1488,2008,2008-APT-apto-3,APT-apto-3,2008/09/29 00:00:00+00,1,45.4,43.4,2.3,39.4,6,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,APT,2008,{8B54524F-67E4-4CF3-9804-BD7F41C32896},,,,,
-121.905553052,37.0057949160001,1489,2008,2008-APT-apto-4,APT-apto-4,2008/09/29 00:00:00+00,1,89.3,84.6,4.9,83.8,5.5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,APT,2008,{EC2CEBEB-6E9D-400D-911D-E642215C0C6A},,,,,
-121.867336253,36.995961304,1490,2008,2008-APT-vale-2,APT-vale-2,2008/09/26 00:00:00+00,1,38.5,27.5,11,27.5,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,APT,2008,{0D03F308-0CCB-4EA3-8CA6-B088FF768094},,,,,
-121.868488916,36.997991518,1491,2008,2008-APT-vale-3,APT-vale-3,2008/09/26 00:00:00+00,1,55.5,41.5,14,41.5,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,APT,2008,{06B374C9-E3AC-46BB-B437-607F57659CFB},,,,,
-121.791306653,37.014853406,1492,2008,2008-PAJ-brwn-1,PAJ-brwn-1,2008/10/02 00:00:00+00,1,36.5,25,11.5,25,11.5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,PAJ,2008,{B03ADA65-055C-4A5E-B6FF-48BA537994F8},,,,,
-121.783005738,37.0233553100001,1493,2008,2008-PAJ-brwn-2,PAJ-brwn-2,2008/10/02 00:00:00+00,1,44.8,32.2,12.6,32.2,12.6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,PAJ,2008,{D945FD1D-D092-4B7D-A63C-465E06B46DA3},,,,,
-121.805453036,37.001794923,1494,2008,2008-PAJ-corr-1,PAJ-corr-1,2008/09/30 00:00:00+00,1,69.9,61.2,8.7,61.2,8.7,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,PAJ,2008,{E11ACC6B-3202-43B0-B975-EEA4AA3BD31D},,,,,
-121.810553038,37.0093049230001,1495,2008,2008-PAJ-corr-3,PAJ-corr-3,2008/09/30 00:00:00+00,1,35.9,27.6,8.3,27.6,8.3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,PAJ,2008,{662AF9EB-70DE-406A-81A8-CA625B8792EB},,,,,
-121.820286996,37.0324297070001,1496,2008,2008-PAJ-corr-8,PAJ-corr-8,2008/10/01 00:00:00+00,1,55.9,46.6,9.4,46.6,9.4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,PAJ,2008,{2BD7F885-D322-48EE-BBBE-CD6AC6F7F442},,,,,
-121.818348927,37.040798641,1497,2008,2008-PAJ-corr-9,PAJ-corr-9,2008/10/01 00:00:00+00,1,61.7,44.6,17.1,44.6,17.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,PAJ,2008,{17F8B553-034D-4695-AD21-939186683966},,,,,
-121.813938943,37.044906129,1498,2008,2008-PAJ-shng-1,PAJ-shng-1,2008/10/01 00:00:00+00,1,18.8,13.2,5.6,13.2,5.6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,PAJ,2008,{2EA81FB4-CC5E-4536-85AF-97B8F4A26C90},,,,,
-121.79955491,37.0444024060001,1499,2008,2008-PAJ-shng-3,PAJ-shng-3,2008/10/02 00:00:00+00,1,24.5,23.9,0.7,23.9,0.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,79,PAJ,2008,{EFE8B010-33AE-4F83-948F-51AFFFA7C28D},,,,,
-122.027411433,36.9839355390001,1500,2009,2009-SLR-main-0a,SLR-main-0a,2009/10/01 00:00:00+00,1,2.4,1.2,1.2,0,2.4,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,SLR,2009,{576E2D37-A51E-438C-922B-15DA49CF1EF2},,,,,
-122.04126841,37.006613874,1501,2009,2009-SLR-main-1,SLR-main-1,2009/09/20 00:00:00+00,1,3.4,2.7,0.7,0,3.4,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,SLR,2009,{FB1D776C-F172-4DDD-97DA-3A658A0A358B},,,,,
-122.056537092,37.014971792,1502,2009,2009-SLR-main-2a,SLR-main-2a,2009/09/27 00:00:00+00,1,9.2,8.1,1,1.2,8,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,SLR,2009,{A6BFBCF9-5BC2-48FA-857B-4C550C95F273},,,,,
-122.070912499,37.0421101540001,1503,2009,2009-SLR-main-4,SLR-main-4,2009/09/20 00:00:00+00,1,28.4,26.5,0.4,14.5,13.9,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,SLR,2009,{F264D57E-2BDD-46CE-B2FC-FBEEE5C5D3E7},,,,,
-122.074863111,37.056843503,1504,2009,2009-SLR-main-6,SLR-main-6,2009/09/05 00:00:00+00,1,11.2,11.1,0,10.7,0.5,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,SLR,2009,{F298D27B-600F-4752-952F-2071AAC01B2B},,,,,
-122.104038011,37.106837592,1505,2009,2009-SLR-main-8,SLR-main-8,2009/09/05 00:00:00+00,1,18,1.5,1.5,14.5,3.5,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,SLR,2009,{18817C4A-7798-4908-B481-9EBB6B869E66},,,,,
-122.138880615,37.173365743,1506,2009,2009-SLR-main-11,SLR-main-11,2009/09/02 00:00:00+00,1,6.8,4.4,2.5,3.7,3.1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,SLR,2009,{68B43EF8-3D7A-479F-BCDE-5A0DD9E17274},,,,,
-122.064113991,37.0507919900001,1507,2009,2009-SLR-zayt-13a,SLR-zayt-13a,2009/09/03 00:00:00+00,1,29.9,26.1,2.6,16.8,12.1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,SLR,2009,{3617AAAC-2AB8-4FA1-88C2-B8C4D72B2996},,,,,
-122.052523082,37.0783949120001,1508,2009,2009-SLR-zayt-13c,SLR-zayt-13c,2009/09/04 00:00:00+00,1,74.1,65,9.1,63.7,10.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,SLR,2009,{250F3A37-3C15-493C-AF99-40A6393BCD0A},,,,,
-122.043268486,37.089884198,1509,2009,2009-SLR-zayt-13d,SLR-zayt-13d,2009/09/03 00:00:00+00,1,105.5,88.6,16.9,88.6,16.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,SLR,2009,{4D337591-13A5-4EE7-B2F5-C8E228B30ECC},,,,,
